,full_name,First_Name,Last_Name,occupation,city,state,show_number,date,winner_flg,final_score,Gender,Year,flag_female,flag_male
248,Heather Heffner,Heather,Heffner,an attorney,St. Louis,Missouri,6856,2014-06-09,0,200,female,2014,1,0
249,Serena Kay Tibbitt,Serena,Kay,an attorney,Miami,Florida,7484,2017-03-09,0,1,female,2017,1,0
250,Serena Kay Tibbitt,Serena,Kay,an attorney,Miami,Florida,7484,2017-03-09,0,1,female,2017,1,0
251,Mike Ewing,Mike,Ewing,an attorney,Austin,Texas,7021,2015-03-09,0,8000,male,2015,0,1
252,William Tran,William,Tran,an attorney,Monterey Park,California,8005,2019-05-31,0,1500,male,2019,0,1
253,Wyatt Feeler,Wyatt,Feeler,an attorney,College Park,Maryland,8005,2019-05-31,0,7600,male,2019,0,1
254,Asim Modi,Asim,Modi,an attorney,San Francisco,California,7415,2016-12-02,0,8399,male,2016,0,1
255,Asim Modi,Asim,Modi,an attorney,San Francisco,California,7414,2016-12-01,1,10399,male,2016,0,1
257,Rich Blashka,Rich,Blashka,an attorney,New York,New York,7572,2017-07-11,0,200,male,2017,0,1
258,Rich Blashka,Rich,Blashka,an attorney,New York,New York,7571,2017-07-10,1,14500,male,2017,0,1
259,Joe Nguyen,Joe,Nguyen,an attorney,New York,New York,7546,2017-06-05,0,5199,male,2017,0,1
260,Joe Nguyen,Joe,Nguyen,an attorney,New York,New York,7545,2017-06-02,1,27201,male,2017,0,1
261,Joe Nguyen,Joe,Nguyen,an attorney,New York,New York,7544,2017-06-01,1,37801,male,2017,0,1
262,Joe Nguyen,Joe,Nguyen,an attorney,New York,New York,7543,2017-05-31,1,12200,male,2017,0,1
263,Zoey Orol,Zoey,Orol,an attorney,New York,New York,7444,2017-01-12,0,7900,female,2017,1,0
264,Zoey Orol,Zoey,Orol,an attorney,New York,New York,7443,2017-01-11,1,4400,female,2017,1,0
265,Ken Fischer,Ken,Fischer,an attorney,New York,New York,7344,2016-07-14,0,800,male,2016,0,1
267,Lauren Gambier,Lauren,Gambier,an attorney,New York,New York,6981,2015-01-12,0,1,female,2015,1,0
268,Shawn Choe,Shawn,Choe,an attorney,New York,New York,6911,2014-10-06,0,4000,male,2014,0,1
269,Shawn Choe,Shawn,Choe,an attorney,New York,New York,6910,2014-10-03,1,19200,male,2014,0,1
270,Shawn Choe,Shawn,Choe,an attorney,New York,New York,6909,2014-10-02,1,7200,male,2014,0,1
271,Laura Ashby,Laura,Ashby,an attorney,Marietta,Georgia,7177,2015-11-24,0,3599,female,2015,1,0
272,Laura Ashby,Laura,Ashby,an attorney,Marietta,Georgia,7176,2015-11-23,1,18401,female,2015,1,0
273,Laura Ashby,Laura,Ashby,an attorney,Marietta,Georgia,7165,2015-11-06,1,18401,female,2015,1,0
274,Rich Coble,Rich,Coble,an attorney,Philadelphia,Pennsylvania,7606,2017-10-09,0,1,male,2017,0,1
275,Liz Fischer,Liz,Fischer,an attorney,Philadelphia,Pennsylvania,7523,2017-05-03,0,18800,female,2017,1,0
276,Liz Fischer,Liz,Fischer,an attorney,Philadelphia,Pennsylvania,7522,2017-05-02,1,25601,female,2017,1,0
277,Marissa Edelman,Marissa,Edelman,an attorney,Philadelphia,Pennsylvania,6994,2015-01-29,0,1200,female,2015,1,0
278,Marissa Edelman,Marissa,Edelman,an attorney,Philadelphia,Pennsylvania,6993,2015-01-28,1,9400,female,2015,1,0
279,Catherine Meeker,Catherine,Meeker,an attorney,Orlando,Florida,7582,2017-07-25,0,1000,female,2017,1,0
280,Danielle Phillip,Danielle,Phillip,an attorney,Ann Arbor,Michigan,7898,2019-01-02,0,1000,female,2019,1,0
281,Ashley Alley,Ashley,Alley,an attorney,Alexandria,Virginia,7053,2015-04-22,0,100,female,2015,1,0
282,Lewis Black,Lewis,Black,an attorney,Salt Lake City,Utah,7969,2019-04-11,0,23000,male,2019,0,1
283,Betsy Knudson,Betsy,Knudson,an attorney,Salt Lake City,Utah,7595,2017-09-22,0,0,female,2017,1,0
284,Betsy Knudson,Betsy,Knudson,an attorney,Salt Lake City,Utah,7594,2017-09-21,1,22801,female,2017,1,0
285,Betsy Knudson,Betsy,Knudson,an attorney,Salt Lake City,Utah,7593,2017-09-20,1,9401,female,2017,1,0
286,Betsy Knudson,Betsy,Knudson,an attorney,Salt Lake City,Utah,7592,2017-09-19,1,29200,female,2017,1,0
287,Amy Sumner,Amy,Sumner,an attorney,Denver,Colorado,7476,2017-02-27,0,3199,female,2017,1,0
288,Travis Miscia,Travis,Miscia,an attorney,Jersey City,New Jersey,7043,2015-04-08,0,1,male,2015,0,1
289,Mitch Rodricks,Mitch,Rodricks,an attorney,Oakland,California,7929,2019-02-14,0,5400,male,2019,0,1
290,Amanda Bruchs,Amanda,Bruchs,an attorney,Silver Spring,Maryland,7124,2015-07-30,0,6500,female,2015,1,0
291,Amy Yacorzynski,Amy,Yacorzynski,an attorney,New Orleans,Louisiana,7719,2018-03-15,0,8799,female,2018,1,0
293,Siobhan Fabio,Siobhan,Fabio,an attorney,Little Rock,Arkansas,7903,2019-01-09,0,10399,female,2019,1,0
294,Charbel Barakat,Charbel,Barakat,an attorney,Tampa,Florida,7892,2018-12-25,0,18000,male,2018,0,1
295,Charbel Barakat,Charbel,Barakat,an attorney,Tampa,Florida,7891,2018-12-24,1,30700,male,2018,0,1
296,Joe Quackenbush,Joe,Quackenbush,an attorney,Tampa,Florida,7198,2015-12-23,0,7200,male,2015,0,1
297,Jim Luh,Jim,Luh,an attorney,Bethesda,Maryland,7023,2015-03-11,0,12200,male,2015,0,1
298,Bernadette Nguyen,Bernadette,Nguyen,an attorney,Mechanicsville,Maryland,7876,2018-12-03,0,3199,female,2018,1,0
299,Jim Bickford,Jim,Bickford,an attorney,Aurora,Colorado,7600,2017-09-29,0,11483,male,2017,0,1
300,Brian Hamilton,Brian,Hamilton,an attorney,Sacramento,California,6970,2014-12-26,0,5599,male,2014,0,1
301,Brian Hamilton,Brian,Hamilton,an attorney,Sacramento,California,6969,2014-12-25,1,24001,male,2014,0,1
302,Brian Hamilton,Brian,Hamilton,an attorney,Sacramento,California,6968,2014-12-24,1,21201,male,2014,0,1
303,John Fassola,John,Fassola,an attorney,Homer Glen,Illinois,7780,2018-06-08,1,300,male,2018,0,1
304,Kristin Robbins,Kristin,Robbins,an attorney,Red Bank,New Jersey,7746,2018-04-23,0,24800,female,2018,1,0
305,Kristin Robbins,Kristin,Robbins,an attorney,Red Bank,New Jersey,7735,2018-04-06,1,8595,female,2018,1,0
306,Kristin Robbins,Kristin,Robbins,an attorney,Red Bank,New Jersey,7734,2018-04-05,1,36399,female,2018,1,0
308,Sharon Stern Gerstman,Sharon,Stern,an attorney,Buffalo,New York,7394,2016-11-03,0,14388,female,2016,1,0
309,Jenny Orr,Jenny,Orr,an attorney,Cleveland,Ohio,7084,2015-06-04,0,4399,female,2015,1,0
310,Brook North,Brook,North,an attorney,Raleigh,North Carolina,7499,2017-03-30,0,5399,female,2017,1,0
311,Sarah Daly,Sarah,Daly,an attorney,Lakewood,Colorado,7680,2018-01-19,0,8400,female,2018,1,0
312,Vaishali Shetty,Vaishali,Shetty,an attorney,Melville,New York,7664,2017-12-28,0,0,female,2017,1,0
313,Hunter Appler,Hunter,Appler,an attorney,Augusta,Georgia,7626,2017-11-06,0,1400,male,2017,0,1
314,Kathleen Kosman,Kathleen,Kosman,an attorney,Dearborn,Michigan,7616,2017-10-23,0,12600,female,2017,1,0
315,Kathleen Kosman,Kathleen,Kosman,an attorney,Dearborn,Michigan,7615,2017-10-20,1,20400,female,2017,1,0
316,Liz Kuster,Liz,Kuster,an attorney,Chesterfield,Missouri,7551,2017-06-12,0,399,female,2017,1,0
317,Emmett Robinson,Emmett,Robinson,an attorney,Greenwich,Ohio,7514,2017-04-20,1,6199,male,2017,0,1
318,Emmett Robinson,Emmett,Robinson,an attorney,Greenwich,Ohio,7513,2017-04-19,1,17601,male,2017,0,1
319,Katie Carter,Katie,Carter,an attorney,Oklahoma City,Oklahoma,7436,2017-01-02,0,1,female,2017,1,0
320,Derek Anderson,Derek,Anderson,an attorney,Falls Church,Virginia,7452,2017-01-24,1,4000,male,2017,0,1
321,Kate Gran,Kate,Gran,an attorney,East Northport,New York,7435,2016-12-30,1,800,female,2016,1,0
322,Vinnie Chiappini,Vinnie,Chiappini,an attorney,Providence,Rhode Island,7430,2016-12-23,0,2799,male,2016,0,1
323,Jay Johnson,Jay,Johnson,an attorney,Henderson,Tennessee,7409,2016-11-24,0,9201,male,2016,0,1
324,Peter Diedrich,Peter,Diedrich,an attorney,Sierra Madre,California,7248,2016-03-02,0,7599,male,2016,0,1
325,Adam Hoskins,Adam,Hoskins,an attorney,Columbia,Missouri,7212,2016-01-12,0,5199,male,2016,0,1
326,Adam Hoskins,Adam,Hoskins,an attorney,Columbia,Missouri,7211,2016-01-11,1,23601,male,2016,0,1
327,Adam Hoskins,Adam,Hoskins,an attorney,Columbia,Missouri,7210,2016-01-08,1,18801,male,2016,0,1
328,Julie Stapel,Julie,Stapel,an attorney,La Grange Park,Illinois,7159,2015-10-29,0,0,female,2015,1,0
329,Emily Rollman,Emily,Rollman,an attorney,Shawneetown,Illinois,7145,2015-10-09,0,-1200,female,2015,1,0
330,Mindy Miner,Mindy,Miner,an attorney,Schenectady,New York,6958,2014-12-10,1,0,female,2014,1,0
331,Roger Craig,Roger,Craig,a data scientist,Brooklyn,New York,6840,2014-05-16,1,4000,male,2014,0,1
332,Roger Craig,Roger,Craig,a data scientist,Brooklyn,New York,6839,2014-05-15,0,-800,male,2014,0,1
333,Roger Craig,Roger,Craig,a data scientist,Brooklyn,New York,6838,2014-05-14,1,12799,male,2014,0,1
334,Roger Craig,Roger,Craig,a data scientist,Brooklyn,New York,6831,2014-05-05,1,22078,male,2014,0,1
335,Roger Craig,Roger,Craig,a data scientist,Brooklyn,New York,6807,2014-04-01,1,17601,male,2014,0,1
336,Jerry Tsai,Jerry,Tsai,a data scientist,Los Angeles,California,7815,2018-07-27,0,1399,male,2018,0,1
337,Adriana Ciccone,Adriana,Ciccone,a data scientist,San Francisco,California,7875,2018-11-30,0,2599,female,2018,1,0
338,Adriana Ciccone,Adriana,Ciccone,a data scientist,San Francisco,California,7874,2018-11-29,1,5200,female,2018,1,0
339,Adriana Ciccone,Adriana,Ciccone,a data scientist,San Francisco,California,7873,2018-11-28,1,30401,female,2018,1,0
340,Del Scott,Del,Scott,a data scientist,San Francisco,California,7683,2018-01-24,0,1799,female,2018,1,0
341,Richard Koehler,Richard,Koehler,a data scientist,Wilmington,Delaware,7893,2018-12-26,0,16400,male,2018,0,1
342,Richard Koehler,Richard,Koehler,a data scientist,Wilmington,Delaware,7892,2018-12-25,1,18001,male,2018,0,1
343,Dan Pawson,Dan,Pawson,a global health consultant,Brooklyn,New York,6833,2014-05-07,1,399,male,2014,0,1
344,Dan Pawson,Dan,Pawson,a global health consultant,Brooklyn,New York,6810,2014-04-04,1,12700,male,2014,0,1
345,Maria Wenglinsky,Maria,Wenglinsky,a teacher,Brooklyn,New York,6810,2014-04-04,0,3100,female,2014,1,0
346,Amy King,Amy,King,a teacher,Seattle,Washington,8039,2019-07-18,0,9900,female,2019,1,0
347,Sam Kavanaugh,Sam,Kavanaugh,a teacher,Minneapolis,Minnesota,8038,2019-07-17,0,0,male,2019,0,1
348,Sam Kavanaugh,Sam,Kavanaugh,a teacher,Minneapolis,Minnesota,8037,2019-07-16,1,42401,male,2019,0,1
349,Sam Kavanaugh,Sam,Kavanaugh,a teacher,Minneapolis,Minnesota,8036,2019-07-15,1,38200,male,2019,0,1
350,Sam Kavanaugh,Sam,Kavanaugh,a teacher,Minneapolis,Minnesota,8035,2019-07-12,1,29601,male,2019,0,1
351,Sam Kavanaugh,Sam,Kavanaugh,a teacher,Minneapolis,Minnesota,8034,2019-07-11,1,7999,male,2019,0,1
352,Sam Kavanaugh,Sam,Kavanaugh,a teacher,Minneapolis,Minnesota,8033,2019-07-10,1,38001,male,2019,0,1
353,Hannah Ewing,Hannah,Ewing,a teacher,Stamford,Connecticut,7714,2018-03-08,0,9601,female,2018,1,0
354,Rachel Schemmel,Rachel,Schemmel,a teacher,Ridgewood,New Jersey,7653,2017-12-13,0,0,female,2017,1,0
355,Robert Barron,Robert,Barron,a teacher,Columbia,South Carolina,7599,2017-09-28,0,600,male,2017,0,1
356,Kelly Griffin,Kelly,Griffin,a teacher,Brookhaven,Mississippi,7792,2018-06-26,0,1000,female,2018,1,0
357,Kelly Griffin,Kelly,Griffin,a teacher,Brookhaven,Mississippi,7791,2018-06-25,1,16200,female,2018,1,0
358,Luke Hales,Luke,Hales,a teacher,Friendswood,Texas,7345,2016-07-15,0,600,male,2016,0,1
359,Tracey Hollabaugh,Tracey,Hollabaugh,a teacher,Cumming,Georgia,7719,2018-03-15,0,1,female,2018,1,0
360,Lee Quinn,Lee,Quinn,a teacher,Raleigh,North Carolina,7680,2018-01-19,0,23600,male,2018,0,1
361,Lee Quinn,Lee,Quinn,a teacher,Raleigh,North Carolina,7679,2018-01-18,1,20400,male,2018,0,1
362,Lee Quinn,Lee,Quinn,a teacher,Raleigh,North Carolina,7678,2018-01-17,1,22400,male,2018,0,1
363,Jennifer Hindert,Jennifer,Hindert,a teacher,San Antonio,Texas,6992,2015-01-27,0,0,female,2015,1,0
364,Erin Henry,Erin,Henry,a teacher,Greenbelt,Maryland,7388,2016-10-26,0,1400,female,2016,1,0
365,Megan Mills,Megan,Mills,a teacher,Fairfax,Virginia,7328,2016-06-22,0,1201,female,2016,1,0
366,Rebeca Avila,Rebeca,Avila,a teacher,Arroyo Grande,California,6987,2015-01-20,0,5100,female,2015,1,0
367,Michael Riggs,Michael,Riggs,an educational therapist,Tustin,California,8045,2019-07-26,0,2,male,2019,0,1
368,Jim Hope,Jim,Hope,a writer and producer,Tustin,California,7510,2017-04-14,0,1199,male,2017,0,1
369,Eric Kaplan,Eric,Kaplan,a retired OB/GYN physician,Long Beach,California,8044,2019-07-25,0,0,male,2019,0,1
370,Tyler Dilts,Tyler,Dilts,a novelist and teacher,Long Beach,California,7788,2018-06-20,1,13200,male,2018,0,1
371,Joanna Kimmitt,Joanna,Kimmitt,a librarian,Long Beach,California,7614,2017-10-19,0,300,female,2017,1,0
372,Joanna Kimmitt,Joanna,Kimmitt,a librarian,Long Beach,California,7613,2017-10-18,1,9999,female,2017,1,0
373,Gretchen Neidhardt,Gretchen,Neidhardt,a librarian,Chicago,Illinois,7489,2017-03-16,1,9199,female,2017,1,0
374,Amanda McClendon,Amanda,McClendon,a librarian,Houston,Texas,7773,2018-05-30,0,12200,female,2018,1,0
375,Chrissy Bellizzi,Chrissy,Bellizzi,a librarian,St. Louis,Missouri,7899,2019-01-03,0,6200,female,2019,1,0
376,Charlie Jorgenson,Charlie,Jorgenson,a librarian,Loveland,Colorado,8029,2019-07-04,0,24801,male,2019,0,1
377,Charlie Jorgenson,Charlie,Jorgenson,a librarian,Loveland,Colorado,8028,2019-07-03,1,24000,male,2019,0,1
378,Charlie Jorgenson,Charlie,Jorgenson,a librarian,Loveland,Colorado,8027,2019-07-02,1,32800,male,2019,0,1
379,Allison Steger,Allison,Steger,a librarian,Austin,Texas,8010,2019-06-07,0,20000,female,2019,1,0
380,Jordan Moore,Jordan,Moore,a librarian,Atlanta,Georgia,7823,2018-09-19,0,16799,male,2018,0,1
381,Sarah Trowbridge,Sarah,Trowbridge,a librarian,Atlanta,Georgia,7308,2016-05-25,0,0,female,2016,1,0
382,Dara Gocheski,Dara,Gocheski,a librarian,Denver,Colorado,6976,2015-01-05,0,6799,female,2015,1,0
383,Hope Shinn,Hope,Shinn,a librarian,Silver Spring,Maryland,7944,2019-03-07,1,31600,female,2019,1,0
384,Kelly Bayles,Kelly,Bayles,a librarian,Tulsa,Oklahoma,7316,2016-06-06,0,13200,female,2016,1,0
385,Kelly Bayles,Kelly,Bayles,a librarian,Tulsa,Oklahoma,7315,2016-06-03,1,25200,female,2016,1,0
386,Kelly Bayles,Kelly,Bayles,a librarian,Tulsa,Oklahoma,7314,2016-06-02,1,20600,female,2016,1,0
387,Kelly Bayles,Kelly,Bayles,a librarian,Tulsa,Oklahoma,7313,2016-06-01,1,16900,female,2016,1,0
388,Dani Cook,Dani,Cook,a librarian,Rancho Cucamonga,California,7057,2015-04-28,0,11700,male,2015,0,1
389,Scott McFadden,Scott,McFadden,a librarian,Muncie,Indiana,7796,2018-07-02,0,16201,male,2018,0,1
390,Scott McFadden,Scott,McFadden,a librarian,Muncie,Indiana,7795,2018-06-29,1,18799,male,2018,0,1
391,Scott McFadden,Scott,McFadden,a librarian,Muncie,Indiana,7794,2018-06-28,1,33601,male,2018,0,1
392,Scott McFadden,Scott,McFadden,a librarian,Muncie,Indiana,7793,2018-06-27,1,26001,male,2018,0,1
393,Maryann Penzvalto,Maryann,Penzvalto,a librarian,Cleveland,Ohio,7708,2018-02-28,0,8399,female,2018,1,0
394,Maryann Penzvalto,Maryann,Penzvalto,a librarian,Cleveland,Ohio,7707,2018-02-27,1,12801,female,2018,1,0
395,Maryann Penzvalto,Maryann,Penzvalto,a librarian,Cleveland,Ohio,7706,2018-02-26,1,15801,female,2018,1,0
396,Amanda Griggs,Amanda,Griggs,a librarian,Iron Mountain,Michigan,7678,2018-01-17,0,600,female,2018,1,0
397,Amanda Darby,Amanda,Darby,a librarian,Frederick,Maryland,7256,2016-03-14,0,6000,female,2016,1,0
398,Margaret Miles,Margaret,Miles,a librarian,Wilmington,North Carolina,7280,2016-04-15,0,31999,female,2016,1,0
399,Margaret Miles,Margaret,Miles,a librarian,Wilmington,North Carolina,7279,2016-04-14,1,40100,female,2016,1,0
400,Jen Fiero,Jen,Fiero,a librarian,Jackson,Michigan,6881,2014-07-14,0,8800,female,2014,1,0
401,Jen Fiero,Jen,Fiero,a librarian,Jackson,Michigan,6880,2014-07-11,1,18400,female,2014,1,0
402,Jen Fiero,Jen,Fiero,a librarian,Jackson,Michigan,6879,2014-07-10,1,17600,female,2014,1,0
403,Chrissy Swisher,Chrissy,Swisher,a librarian,Glendale,Colorado,6816,2014-04-14,0,0,female,2014,1,0
404,Tyler Shattuck,Tyler,Shattuck,a graduate student,Long Beach,California,7246,2016-02-29,0,12357,male,2016,0,1
405,Nicole Jarvis,Nicole,Jarvis,a graduate student,Seattle,Washington,7625,2017-11-03,0,4900,female,2017,1,0
406,Terry Hanlon,Terry,Hanlon,a graduate student,Charlottesville,Virginia,7574,2017-07-13,0,396,male,2017,0,1
407,Josh Silverman,Josh,Silverman,a graduate student,Miami,Florida,7150,2015-10-16,1,13599,male,2015,0,1
408,Josh Silverman,Josh,Silverman,a graduate student,Miami,Florida,7149,2015-10-15,1,21201,male,2015,0,1
409,Alex Jumper,Alex,Jumper,a graduate student,Cambridge,Massachusetts,7636,2017-11-20,0,6700,male,2017,0,1
410,Kirstin Cutts,Kirstin,Cutts,a graduate student,Austin,Texas,7477,2017-02-28,0,12601,female,2017,1,0
411,Kirstin Cutts,Kirstin,Cutts,a graduate student,Austin,Texas,7476,2017-02-27,1,8201,female,2017,1,0
412,Kirstin Cutts,Kirstin,Cutts,a graduate student,Austin,Texas,7465,2017-02-10,1,15600,female,2017,1,0
413,Kirstin Cutts,Kirstin,Cutts,a graduate student,Austin,Texas,7464,2017-02-09,1,14601,female,2017,1,0
414,Kirstin Cutts,Kirstin,Cutts,a graduate student,Austin,Texas,7463,2017-02-08,1,11001,female,2017,1,0
415,Andrew Kung,Andrew,Kung,a graduate student,San Francisco,California,7890,2018-12-21,1,6399,male,2018,0,1
416,Andrew Kung,Andrew,Kung,a graduate student,San Francisco,California,7889,2018-12-20,1,21000,male,2018,0,1
417,Robert Marx,Robert,Marx,a graduate student,Nashville,Tennessee,7749,2018-04-26,0,4599,male,2018,0,1
418,Nick Wawrykow,Nick,Wawrykow,a graduate student,Ann Arbor,Michigan,7880,2018-12-07,1,21201,male,2018,0,1
419,Katie Champagne,Katie,Champagne,a graduate student,Reno,Nevada,7682,2018-01-23,0,3200,female,2018,1,0
420,Vivek Srikrishnan,Vivek,Srikrishnan,a graduate student,State College,Pennsylvania,7264,2016-03-24,0,4399,male,2016,0,1
421,Rachel Bauman,Rachel,Bauman,a graduate student,Bethesda,Maryland,7449,2017-01-19,0,8200,female,2017,1,0
422,Rachel Bauman,Rachel,Bauman,a graduate student,Bethesda,Maryland,7449,2017-01-19,0,8200,female,2017,1,0
423,Justin Morales,Justin,Morales,a graduate student,Omaha,Nebraska,7160,2015-10-30,0,102,male,2015,0,1
424,Elspeth Green,Elspeth,Green,a graduate student,Princeton,New Jersey,7510,2017-04-14,0,599,female,2017,1,0
425,Tyler Morrison,Tyler,Morrison,a graduate student,Vienna,West Virginia,7730,2018-03-30,0,6999,male,2018,0,1
426,Sophie Carrell,Sophie,Carrell,a graduate student,Raleigh,North Carolina,7348,2016-07-20,0,1,female,2016,1,0
427,Kiana Nakamura,Kiana,Nakamura,a graduate student,Corona,California,7638,2017-11-22,1,16200,female,2017,1,0
428,Kiana Nakamura,Kiana,Nakamura,a graduate student,Corona,California,7637,2017-11-21,1,10500,female,2017,1,0
429,Walt Livingston,Walt,Livingston,a graduate student,Essex,Maryland,7370,2016-09-30,0,6200,male,2016,0,1
430,Ariel Watkins,Ariel,Watkins,a graduate student,Monterey,California,7314,2016-06-02,0,200,male,2016,0,1
431,Stephanie Hunt,Stephanie,Hunt,a graduate student,Highland Park,New Jersey,7287,2016-04-26,0,9995,female,2016,1,0
433,Stacy Gardner,Stacy,Gardner,a school secretary,Long Beach,California,6865,2014-06-20,0,8600,female,2014,1,0
434,Shari Meyer,Shari,Meyer,a high school English teacher,Somerville,Massachusetts,8044,2019-07-25,0,0,female,2019,1,0
435,Bryan Coyle,Bryan,Coyle,a high school English teacher,Minneapolis,Minnesota,7923,2019-02-06,0,500,male,2019,0,1
436,Tara Baxter,Tara,Baxter,a high school English teacher,Tucson,Arizona,7987,2019-05-07,0,2000,female,2019,1,0
437,Vicki Leibeck-Owsley,Vicki,Leibeck-Owsley,a high school English teacher,Columbia,Kentucky,7988,2019-05-08,0,1000,female,2019,1,0
439,Colin O'Grady,Colin,O'Grady,a high school English teacher,Alexandria,Virginia,7003,2015-02-11,0,4100,male,2015,0,1
440,Colin O'Grady,Colin,O'Grady,a high school English teacher,Alexandria,Virginia,6996,2015-02-02,1,21200,male,2015,0,1
441,Shawn Adler,Shawn,Adler,a high school English teacher,Hackensack,New Jersey,7643,2017-11-29,0,0,male,2017,0,1
442,Susannah Nichols,Susannah,Nichols,a high school English teacher,Ferndale,Michigan,7532,2017-05-16,0,12600,female,2017,1,0
443,Susannah Nichols,Susannah,Nichols,a high school English teacher,Ferndale,Michigan,7530,2017-05-12,1,19000,female,2017,1,0
444,Cody Vest,Cody,Vest,a high school English teacher,Fayetteville,Arkansas,7528,2017-05-10,0,6800,male,2017,0,1
445,Ernie Sykes,Ernie,Sykes,a high school English teacher,Nolensville,Tennessee,7481,2017-03-06,0,1599,male,2017,0,1
446,Cory Harris,Cory,Harris,a high school English teacher,Mystic,Connecticut,7298,2016-05-11,0,1575,male,2016,0,1
447,Cory Harris,Cory,Harris,a high school English teacher,Mystic,Connecticut,7295,2016-05-06,1,16798,male,2016,0,1
